x result
23 4.79583
20 4.47214
2 1.41421
62 7.87401
23 4.79583
96 9.79796
37 6.08276
61 7.81025
95 9.74679
25 5
64 8
60 7.74597
2 1.41421
16 4
30 5.47723
26 5.09902
11 3.31662
71 8.42615
11 3.31662
47 6.85565
53 7.28011
20 4.47214
90 9.48683
24 4.89898
88 9.38083
63 7.93725
40 6.32456
51 7.14143
62 7.87401
29 5.38516
0 0
13 3.60555
58 7.61577
78 8.83176
65 8.06226
7 2.64575
77 8.77496
0 0
58 7.61577
39 6.245
3 1.73205
60 7.74597
57 7.54983
24 4.89898
77 8.77496
8 2.82843
13 3.60555
87 9.32738
1 1
50 7.07107
60 7.74597
28 5.2915
93 9.64365
84 9.16515
5 2.23607
40 6.32456
11 3.31662
4 2
35 5.91608
56 7.48331
72 8.48528
50 7.07107
23 4.79583
85 9.21954
56 7.48331
16 4
26 5.09902
57 7.54983
26 5.09902
57 7.54983
37 6.08276
71 8.42615
69 8.30662
61 7.81025
96 9.79796
22 4.69042
17 4.12311
12 3.4641
17 4.12311
96 9.79796
85 9.21954
41 6.40312
23 4.79583
29 5.38516
29 5.38516
65 8.06226
59 7.68115
32 5.65685
96 9.79796
55 7.4162
53 7.28011
62 7.87401
84 9.16515
34 5.83095
54 7.34847
72 8.48528
57 7.54983
69 8.30662
32 5.65685
63 7.93725
7 2.64575
83 9.11043
11 3.31662
35 5.91608
67 8.18535
48 6.9282
75 8.66025
38 6.16441
23 4.79583
42 6.48074
54 7.34847
11 3.31662
41 6.40312
75 8.66025
59 7.68115
25 5
21 4.58258
70 8.3666
26 5.09902
34 5.83095
5 2.23607
83 9.11043
50 7.07107
98 9.89949
79 8.88819
1 1
93 9.64365
34 5.83095
37 6.08276
34 5.83095
56 7.48331
93 9.64365
76 8.7178
5 2.23607
62 7.87401
48 6.9282
81 9
0 0
13 3.60555
41 6.40312
55 7.4162
55 7.4162
42 6.48074
62 7.87401
11 3.31662
77 8.77496
24 4.89898
78 8.83176
52 7.2111
43 6.55744
96 9.79796
73 8.544
40 6.32456
13 3.60555
75 8.66025
72 8.48528
18 4.24264
10 3.16228
17 4.12311
32 5.65685
12 3.4641
95 9.74679
69 8.30662
31 5.56776
40 6.32456
88 9.38083
85 9.21954
90 9.48683
97 9.84886
89 9.43398
90 9.48683
45 6.7082
53 7.28011
14 3.74166
51 7.14143
40 6.32456
44 6.63325
58 7.61577
35 5.91608
59 7.68115
92 9.59166
5 2.23607
64 8
81 9
3 1.73205
29 5.38516
75 8.66025
8 2.82843
92 9.59166
97 9.84886
49 7
56 7.48331
61 7.81025
27 5.19615
67 8.18535
41 6.40312
29 5.38516
40 6.32456
13 3.60555
74 8.60233
1 1
77 8.77496
15 3.87298
83 9.11043
13 3.60555
92 9.59166
24 4.89898
1 1
92 9.59166
59 7.68115
70 8.3666
28 5.2915
27 5.19615
84 9.16515
75 8.66025
86 9.27362
98 9.89949
70 8.3666
87 9.32738
47 6.85565
4 2
3 1.73205
21 4.58258
63 7.93725
6 2.44949
63 7.93725
10 3.16228
71 8.42615
89 9.43398
40 6.32456
64 8
42 6.48074
19 4.3589
13 3.60555
91 9.53939
4 2
18 4.24264
32 5.65685
50 7.07107
5 2.23607
75 8.66025
39 6.245
3 1.73205
22 4.69042
98 9.89949
47 6.85565
84 9.16515
48 6.9282
71 8.42615
64 8
13 3.60555
75 8.66025
45 6.7082
12 3.4641
46 6.78233
78 8.83176
69 8.30662
62 7.87401
19 4.3589
85 9.21954
89 9.43398
44 6.63325
65 8.06226
40 6.32456
45 6.7082
8 2.82843
18 4.24264
70 8.3666
1 1
23 4.79583
32 5.65685
72 8.48528
52 7.2111
87 9.32738
70 8.3666
63 7.93725
1 1
3 1.73205
23 4.79583
27 5.19615
0 0
69 8.30662
15 3.87298
65 8.06226
28 5.2915
43 6.55744
47 6.85565
88 9.38083
43 6.55744
37 6.08276
9 3
63 7.93725
49 7
81 9
88 9.38083
42 6.48074
8 2.82843
60 7.74597
21 4.58258
58 7.61577
54 7.34847
88 9.38083
46 6.78233
90 9.48683
49 7
43 6.55744
30 5.47723
20 4.47214
48 6.9282
67 8.18535
36 6
83 9.11043
35 5.91608
26 5.09902
85 9.21954
38 6.16441
53 7.28011
29 5.38516
24 4.89898
48 6.9282
23 4.79583
59 7.68115
57 7.54983
66 8.12404
44 6.63325
55 7.4162
18 4.24264
26 5.09902
11 3.31662
25 5
55 7.4162
1 1
49 7
96 9.79796
84 9.16515
15 3.87298
64 8
42 6.48074
75 8.66025
13 3.60555
42 6.48074
96 9.79796
48 6.9282
72 8.48528
26 5.09902
6 2.44949
73 8.544
29 5.38516
4 2
5 2.23607
26 5.09902
12 3.4641
75 8.66025
93 9.64365
65 8.06226
36 6
36 6
41 6.40312
14 3.74166
94 9.69536
56 7.48331
52 7.2111
36 6
38 6.16441
82 9.05539
55 7.4162
15 3.87298
31 5.56776
30 5.47723
41 6.40312
25 5
11 3.31662
37 6.08276
86 9.27362
90 9.48683
50 7.07107
62 7.87401
34 5.83095
93 9.64365
53 7.28011
16 4
52 7.2111
8 2.82843
62 7.87401
33 5.74456
54 7.34847
3 1.73205
34 5.83095
3 1.73205
56 7.48331
48 6.9282
24 4.89898
17 4.12311
13 3.60555
9 3
28 5.2915
0 0
80 8.94427
18 4.24264
58 7.61577
50 7.07107
55 7.4162
61 7.81025
64 8
3 1.73205
76 8.7178
43 6.55744
9 3
2 1.41421
61 7.81025
89 9.43398
48 6.9282
82 9.05539
53 7.28011
74 8.60233
20 4.47214
2 1.41421
23 4.79583
31 5.56776
69 8.30662
78 8.83176
59 7.68115
8 2.82843
19 4.3589
71 8.42615
3 1.73205
45 6.7082
81 9
4 2
92 9.59166
85 9.21954
13 3.60555
98 9.89949
89 9.43398
22 4.69042
38 6.16441
37 6.08276
10 3.16228
61 7.81025
34 5.83095
8 2.82843
61 7.81025
59 7.68115
93 9.64365
15 3.87298
69 8.30662
37 6.08276
69 8.30662
58 7.61577
0 0
71 8.42615
64 8
17 4.12311
15 3.87298
55 7.4162
15 3.87298
30 5.47723
39 6.245
12 3.4641
88 9.38083
82 9.05539
54 7.34847
85 9.21954
10 3.16228
84 9.16515
74 8.60233
80 8.94427
15 3.87298
51 7.14143
41 6.40312
15 3.87298
79 8.88819
10 3.16228
98 9.89949
73 8.544
88 9.38083
77 8.77496
32 5.65685
56 7.48331
89 9.43398
13 3.60555
8 2.82843
41 6.40312
90 9.48683
23 4.79583
63 7.93725
28 5.2915
84 9.16515
78 8.83176
0 0
71 8.42615
85 9.21954
74 8.60233
71 8.42615
33 5.74456
67 8.18535
53 7.28011
95 9.74679
68 8.24621
25 5
76 8.7178
29 5.38516
50 7.07107
98 9.89949
9 3
93 9.64365
86 9.27362
80 8.94427
16 4
49 7
67 8.18535
28 5.2915
79 8.88819
64 8
21 4.58258
5 2.23607
26 5.09902
16 4
16 4
26 5.09902
66 8.12404
87 9.32738
81 9
64 8
40 6.32456
86 9.27362
21 4.58258
62 7.87401
21 4.58258
64 8
9 3
15 3.87298
2 1.41421
73 8.544
24 4.89898
41 6.40312
45 6.7082
62 7.87401
23 4.79583
31 5.56776
6 2.44949
68 8.24621
18 4.24264
2 1.41421
7 2.64575
7 2.64575
81 9
12 3.4641
36 6
30 5.47723
14 3.74166
9 3
84 9.16515
56 7.48331
90 9.48683
93 9.64365
96 9.79796
52 7.2111
54 7.34847
45 6.7082
8 2.82843
48 6.9282
91 9.53939
12 3.4641
31 5.56776
14 3.74166
39 6.245
58 7.61577
22 4.69042
4 2
95 9.74679
52 7.2111
69 8.30662
79 8.88819
38 6.16441
23 4.79583
18 4.24264
66 8.12404
59 7.68115
98 9.89949
86 9.27362
96 9.79796
62 7.87401
33 5.74456
58 7.61577
22 4.69042
46 6.78233
92 9.59166
37 6.08276
25 5
47 6.85565
58 7.61577
2 1.41421
7 2.64575
98 9.89949
30 5.47723
92 9.59166
0 0
78 8.83176
99 9.94987
52 7.2111
48 6.9282
82 9.05539
40 6.32456
15 3.87298
75 8.66025
62 7.87401
67 8.18535
36 6
97 9.84886
18 4.24264
97 9.84886
28 5.2915
51 7.14143
16 4
30 5.47723
49 7
25 5
58 7.61577
29 5.38516
20 4.47214
40 6.32456
60 7.74597
47 6.85565
62 7.87401
55 7.4162
75 8.66025
92 9.59166
61 7.81025
54 7.34847
98 9.89949
46 6.78233
14 3.74166
46 6.78233
88 9.38083
69 8.30662
38 6.16441
63 7.93725
75 8.66025
15 3.87298
21 4.58258
75 8.66025
15 3.87298
28 5.2915
34 5.83095
70 8.3666
5 2.23607
64 8
57 7.54983
62 7.87401
61 7.81025
24 4.89898
49 7
69 8.30662
30 5.47723
23 4.79583
50 7.07107
33 5.74456
25 5
10 3.16228
37 6.08276
36 6
37 6.08276
78 8.83176
93 9.64365
36 6
14 3.74166
64 8
91 9.53939
49 7
35 5.91608
5 2.23607
37 6.08276
4 2
37 6.08276
23 4.79583
64 8
70 8.3666
8 2.82843
68 8.24621
81 9
85 9.21954
52 7.2111
73 8.544
52 7.2111
94 9.69536
76 8.7178
26 5.09902
96 9.79796
72 8.48528
49 7
40 6.32456
74 8.60233
19 4.3589
43 6.55744
11 3.31662
41 6.40312
89 9.43398
19 4.3589
65 8.06226
5 2.23607
85 9.21954
16 4
50 7.07107
15 3.87298
9 3
64 8
66 8.12404
93 9.64365
74 8.60233
9 3
0 0
95 9.74679
73 8.544
89 9.43398
61 7.81025
72 8.48528
68 8.24621
58 7.61577
31 5.56776
68 8.24621
26 5.09902
10 3.16228
22 4.69042
74 8.60233
79 8.88819
10 3.16228
52 7.2111
82 9.05539
91 9.53939
95 9.74679
64 8
74 8.60233
64 8
2 1.41421
55 7.4162
60 7.74597
74 8.60233
72 8.48528
21 4.58258
22 4.69042
47 6.85565
77 8.77496
89 9.43398
5 2.23607
95 9.74679
94 9.69536
50 7.07107
43 6.55744
54 7.34847
81 9
12 3.4641
72 8.48528
39 6.245
28 5.2915
12 3.4641
62 7.87401
67 8.18535
8 2.82843
15 3.87298
8 2.82843
23 4.79583
59 7.68115
34 5.83095
4 2
86 9.27362
19 4.3589
58 7.61577
45 6.7082
6 2.44949
66 8.12404
0 0
67 8.18535
92 9.59166
87 9.32738
32 5.65685
56 7.48331
74 8.60233
47 6.85565
21 4.58258
83 9.11043
22 4.69042
31 5.56776
76 8.7178
83 9.11043
48 6.9282
23 4.79583
82 9.05539
18 4.24264
76 8.7178
20 4.47214
11 3.31662
82 9.05539
56 7.48331
90 9.48683
25 5
24 4.89898
86 9.27362
77 8.77496
69 8.30662
43 6.55744
34 5.83095
77 8.77496
68 8.24621
68 8.24621
91 9.53939
96 9.79796
83 9.11043
28 5.2915
27 5.19615
26 5.09902
71 8.42615
97 9.84886
12 3.4641
3 1.73205
27 5.19615
8 2.82843
45 6.7082
8 2.82843
85 9.21954
38 6.16441
37 6.08276
43 6.55744
13 3.60555
1 1
50 7.07107
28 5.2915
11 3.31662
50 7.07107
49 7
92 9.59166
54 7.34847
69 8.30662
81 9
65 8.06226
67 8.18535
13 3.60555
93 9.64365
34 5.83095
72 8.48528
72 8.48528
30 5.47723
1 1
42 6.48074
77 8.77496
77 8.77496
70 8.3666
2 1.41421
64 8
81 9
90 9.48683
23 4.79583
37 6.08276
23 4.79583
79 8.88819
95 9.74679
69 8.30662
27 5.19615
42 6.48074
10 3.16228
82 9.05539
58 7.61577
26 5.09902
87 9.32738
70 8.3666
28 5.2915
51 7.14143
58 7.61577
13 3.60555
60 7.74597
83 9.11043
86 9.27362
42 6.48074
10 3.16228
72 8.48528
28 5.2915
34 5.83095
41 6.40312
18 4.24264
3 1.73205
67 8.18535
65 8.06226
38 6.16441
81 9
57 7.54983
50 7.07107
14 3.74166
98 9.89949
58 7.61577
61 7.81025
63 7.93725
56 7.48331
7 2.64575
78 8.83176
89 9.43398
35 5.91608
65 8.06226
75 8.66025
86 9.27362
86 9.27362
33 5.74456
60 7.74597
30 5.47723
48 6.9282
28 5.2915
92 9.59166
33 5.74456
40 6.32456
66 8.12404
35 5.91608
10 3.16228
99 9.94987
37 6.08276
92 9.59166
82 9.05539
28 5.2915
52 7.2111
69 8.30662
44 6.63325
94 9.69536
8 2.82843
52 7.2111
47 6.85565
32 5.65685
35 5.91608
8 2.82843
64 8
97 9.84886
43 6.55744
49 7
15 3.87298
41 6.40312
89 9.43398
0 0
12 3.4641
48 6.9282
23 4.79583
51 7.14143
74 8.60233
33 5.74456
91 9.53939
0 0
54 7.34847
90 9.48683
97 9.84886
19 4.3589
80 8.94427
78 8.83176
31 5.56776
44 6.63325
40 6.32456
87 9.32738
99 9.94987
25 5
83 9.11043
38 6.16441
92 9.59166
93 9.64365
52 7.2111
11 3.31662
60 7.74597
34 5.83095
40 6.32456
97 9.84886
85 9.21954
29 5.38516
40 6.32456
5 2.23607
91 9.53939
92 9.59166
10 3.16228
49 7
78 8.83176
79 8.88819
71 8.42615
77 8.77496
73 8.544
93 9.64365
20 4.47214
97 9.84886
26 5.09902
76 8.7178
90 9.48683
82 9.05539
78 8.83176
59 7.68115
18 4.24264
89 9.43398
59 7.68115
49 7
24 4.89898
72 8.48528
80 8.94427
8 2.82843
67 8.18535
8 2.82843
77 8.77496
3 1.73205
70 8.3666
7 2.64575
96 9.79796
74 8.60233
22 4.69042
11 3.31662
19 4.3589
61 7.81025
56 7.48331
90 9.48683
63 7.93725
83 9.11043
16 4
32 5.65685
52 7.2111
41 6.40312
54 7.34847
13 3.60555
62 7.87401
96 9.79796
60 7.74597
15 3.87298
4 2
99 9.94987
36 6
80 8.94427
98 9.89949
32 5.65685
87 9.32738
84 9.16515
40 6.32456
17 4.12311
6 2.44949
70 8.3666
41 6.40312
82 9.05539
49 7
23 4.79583
58 7.61577
5 2.23607
21 4.58258
95 9.74679
96 9.79796
16 4
78 8.83176
78 8.83176
79 8.88819
58 7.61577
77 8.77496
50 7.07107
7 2.64575
29 5.38516
81 9
95 9.74679
78 8.83176
76 8.7178
53 7.28011
99 9.94987
84 9.16515
65 8.06226
93 9.64365
8 2.82843
72 8.48528
43 6.55744
29 5.38516
14 3.74166
68 8.24621
55 7.4162
91 9.53939
73 8.544
22 4.69042
48 6.9282
51 7.14143
86 9.27362
44 6.63325
46 6.78233
77 8.77496
17 4.12311
29 5.38516
16 4
74 8.60233
91 9.53939
69 8.30662
12 3.4641
46 6.78233
93 9.64365
91 9.53939
15 3.87298
49 7
57 7.54983
40 6.32456
52 7.2111
36 6
51 7.14143
87 9.32738
26 5.09902
62 7.87401
55 7.4162
83 9.11043
94 9.69536
80 8.94427
97 9.84886
65 8.06226
65 8.06226
13 3.60555
61 7.81025
78 8.83176
78 8.83176
78 8.83176
40 6.32456
11 3.31662
47 6.85565
45 6.7082
70 8.3666
75 8.66025
89 9.43398
50 7.07107
49 7
33 5.74456
65 8.06226
14 3.74166
82 9.05539
7 2.64575
32 5.65685
96 9.79796
67 8.18535
22 4.69042
82 9.05539
10 3.16228
41 6.40312
31 5.56776
87 9.32738
5 2.23607
79 8.88819
21 4.58258
38 6.16441
51 7.14143
47 6.85565
8 2.82843
46 6.78233
76 8.7178
59 7.68115
89 9.43398
22 4.69042
66 8.12404
86 9.27362
55 7.4162
28 5.2915
14 3.74166
60 7.74597
53 7.28011
77 8.77496
48 6.9282
3 1.73205
61 7.81025
31 5.56776
82 9.05539
55 7.4162
97 9.84886
6 2.44949
52 7.2111
21 4.58258
96 9.79796
81 9
21 4.58258
55 7.4162
47 6.85565
24 4.89898
18 4.24264
35 5.91608
76 8.7178
74 8.60233
59 7.68115
98 9.89949
74 8.60233
53 7.28011
22 4.69042
35 5.91608
43 6.55744
88 9.38083
53 7.28011
32 5.65685
47 6.85565
80 8.94427
26 5.09902
78 8.83176
50 7.07107
1 1
61 7.81025
99 9.94987
55 7.4162
63 7.93725
16 4
73 8.544
61 7.81025
45 6.7082
73 8.544
74 8.60233
50 7.07107
53 7.28011
81 9
87 9.32738
99 9.94987
10 3.16228
43 6.55744
65 8.06226
72 8.48528
29 5.38516
81 9
12 3.4641
76 8.7178
81 9
47 6.85565
90 9.48683
71 8.42615
5 2.23607
72 8.48528
32 5.65685
89 9.43398
20 4.47214
65 8.06226
31 5.56776
58 7.61577
93 9.64365
6 2.44949
78 8.83176
48 6.9282
6 2.44949
71 8.42615
66 8.12404
96 9.79796
97 9.84886
20 4.47214
94 9.69536
29 5.38516
88 9.38083
9 3
84 9.16515
69 8.30662
78 8.83176
17 4.12311
15 3.87298
26 5.09902
84 9.16515
68 8.24621
6 2.44949
28 5.2915
97 9.84886
18 4.24264
90 9.48683
99 9.94987
85 9.21954
86 9.27362
99 9.94987
20 4.47214
10 3.16228
71 8.42615
13 3.60555
15 3.87298
85 9.21954
18 4.24264
80 8.94427
31 5.56776
67 8.18535
87 9.32738
44 6.63325
86 9.27362
7 2.64575
60 7.74597
27 5.19615
74 8.60233
31 5.56776
52 7.2111
71 8.42615
68 8.24621
93 9.64365
85 9.21954
37 6.08276
11 3.31662
4 2
77 8.77496
6 2.44949
68 8.24621
22 4.69042
13 3.60555
0 0
42 6.48074
37 6.08276
38 6.16441
88 9.38083
55 7.4162
89 9.43398
47 6.85565
81 9
93 9.64365
84 9.16515
87 9.32738
61 7.81025
93 9.64365
17 4.12311
1 1
82 9.05539
47 6.85565
65 8.06226
53 7.28011
4 2
84 9.16515
95 9.74679
25 5
21 4.58258
64 8
81 9
72 8.48528
6 2.44949
56 7.48331
43 6.55744
93 9.64365
80 8.94427
80 8.94427
68 8.24621
11 3.31662
13 3.60555
68 8.24621
51 7.14143
16 4
79 8.88819
68 8.24621
40 6.32456
31 5.56776
33 5.74456
79 8.88819
63 7.93725
59 7.68115
53 7.28011
36 6
95 9.74679
65 8.06226
74 8.60233
20 4.47214
35 5.91608
80 8.94427
76 8.7178
55 7.4162
25 5
71 8.42615
8 2.82843
59 7.68115
56 7.48331
2 1.41421
32 5.65685
5 2.23607
40 6.32456
75 8.66025
62 7.87401
85 9.21954
62 7.87401
80 8.94427
36 6
97 9.84886
2 1.41421
8 2.82843
80 8.94427
40 6.32456
76 8.7178
58 7.61577
93 9.64365
40 6.32456
46 6.78233
74 8.60233
73 8.544
97 9.84886
80 8.94427
35 5.91608
72 8.48528
0 0
7 2.64575
55 7.4162
66 8.12404
41 6.40312
88 9.38083
81 9
68 8.24621
15 3.87298
96 9.79796
25 5
9 3
12 3.4641
36 6
55 7.4162
62 7.87401
43 6.55744
42 6.48074
21 4.58258
22 4.69042
12 3.4641
48 6.9282
18 4.24264
68 8.24621
17 4.12311
14 3.74166
50 7.07107
90 9.48683
35 5.91608
59 7.68115
69 8.30662
95 9.74679
3 1.73205
40 6.32456
79 8.88819
99 9.94987
5 2.23607
91 9.53939
61 7.81025
81 9
52 7.2111
53 7.28011
33 5.74456
29 5.38516
87 9.32738
42 6.48074
53 7.28011
83 9.11043
20 4.47214
14 3.74166
18 4.24264
44 6.63325
63 7.93725
29 5.38516
52 7.2111
64 8
69 8.30662
70 8.3666
5 2.23607
47 6.85565
94 9.69536
87 9.32738
26 5.09902
76 8.7178
23 4.79583
40 6.32456
79 8.88819
90 9.48683
88 9.38083
10 3.16228
71 8.42615
45 6.7082
21 4.58258
70 8.3666
83 9.11043
89 9.43398
55 7.4162
78 8.83176
79 8.88819
6 2.44949
62 7.87401
35 5.91608
87 9.32738
96 9.79796
33 5.74456
88 9.38083
35 5.91608
79 8.88819
93 9.64365
90 9.48683
62 7.87401
65 8.06226
1 1
5 2.23607
7 2.64575
67 8.18535
69 8.30662
34 5.83095
71 8.42615
57 7.54983
98 9.89949
45 6.7082
97 9.84886
18 4.24264
38 6.16441
44 6.63325
72 8.48528
63 7.93725
28 5.2915
64 8
1 1
23 4.79583
90 9.48683
4 2
1 1
27 5.19615
97 9.84886
92 9.59166
71 8.42615
63 7.93725
1 1
63 7.93725
21 4.58258
65 8.06226
21 4.58258
45 6.7082
10 3.16228
95 9.74679
41 6.40312
22 4.69042
12 3.4641
51 7.14143
15 3.87298
55 7.4162
93 9.64365
38 6.16441
79 8.88819
82 9.05539
8 2.82843
54 7.34847
22 4.69042
7 2.64575
45 6.7082
38 6.16441
44 6.63325
90 9.48683
39 6.245
54 7.34847
4 2
23 4.79583
25 5
78 8.83176
24 4.89898
81 9
30 5.47723
33 5.74456
23 4.79583
94 9.69536
30 5.47723
46 6.78233
87 9.32738
45 6.7082
5 2.23607
16 4
50 7.07107
89 9.43398
38 6.16441
63 7.93725
35 5.91608
97 9.84886
9 3
30 5.47723
24 4.89898
8 2.82843
37 6.08276
74 8.60233
20 4.47214
72 8.48528
93 9.64365
55 7.4162
34 5.83095
61 7.81025
56 7.48331
6 2.44949
84 9.16515
75 8.66025
82 9.05539
19 4.3589
41 6.40312
32 5.65685
84 9.16515
79 8.88819
79 8.88819
83 9.11043
67 8.18535
36 6
25 5
18 4.24264
37 6.08276
28 5.2915
19 4.3589
77 8.77496
37 6.08276
91 9.53939
56 7.48331
95 9.74679
60 7.74597
1 1
93 9.64365
32 5.65685
36 6
80 8.94427
75 8.66025
7 2.64575
84 9.16515
74 8.60233
19 4.3589
90 9.48683
76 8.7178
41 6.40312
51 7.14143
29 5.38516
90 9.48683
74 8.60233
72 8.48528
91 9.53939
89 9.43398
87 9.32738
90 9.48683
